group,item
3434,21422
3434,23400
3434,4026
3434,22894
3434,24220
3434,23674
3435,4223
3436,2080
3437,18689
3438,21435
3439,18523
3439,20760
3439,165
3439,9828
3439,18864
3440,20634
3441,5965
3442,16720
3443,4675
3444,9162
3445,14156
3445,19492
3445,18951
3445,17073
3445,18583
3445,10609
3445,18362
3445,8300
3445,3980
3446,13371
3447,12545
3448,4792
3449,13910
3449,5000
3449,24090
3450,20000
3451,22672
3452,17633
3452,11721
3452,4172
3452,12455
3453,15356
3453,9356
3454,9360
3454,15258
3455,19503
3455,10092
3455,12607
3455,9042
3455,12892
3455,3055
3455,7334
3455,24158
3455,2422
3455,18014
3455,17835
3455,17938
3455,3369
3455,6126
3455,14146
3455,6279
3455,6497
3455,23846
3456,21831
3457,16465
3458,21831
3459,3186
3460,24266
3460,24503
3460,22784
3461,22311
3461,6050
3462,15410
3462,910
3463,5194
3464,19050
3465,10135
3466,12100
3467,3303
3468,9921
3469,24141
3470,19241
3471,1391
3472,12125
3473,20661
3474,10228
3475,12958
3475,14654
3476,19494
3476,5448
3477,24453
3478,1738
3479,13685
3479,23275
3479,2797
3479,3060
3479,14755
3479,4536
3479,17519
3479,4305
3479,22505
3480,5073
3481,10840
3481,13759
3482,12877
3483,13152
3483,14566
3483,2198
3483,2364
3483,3412
3483,24259
3483,20773
3483,1613
3483,17192
3483,17196
3483,17208
3483,14105
3483,9933
3483,10701
3483,10739
3483,23077
3483,19007
3483,1628
3483,10721
3483,11954
3484,10643
3485,24152
3485,4177
3485,2788
3485,20522
3485,10652
3485,15902
3485,22555
3485,22046
3485,5399
3485,725
3485,9943
3485,16356
3485,15092
3485,24347
3485,22204
3485,20383
3485,21272
3485,18284
3485,1443
3485,17664
3486,5015
3487,17056
3487,10416
3488,20787
3489,3323
3490,8417
3491,9266
3492,19889
3492,8618
3492,23523
3492,12892
3492,7903
3492,9464
3492,14153
3492,17916
3492,24457
3492,13142
3492,1796
3492,19210
3492,2964
3492,24041
3492,19612
3492,21335
3492,15883
3492,23774
3492,3567
3492,14970
3492,24298
3492,923
3492,19426
3492,6327
3492,24049
3492,22500
3493,4185
3494,9159
3495,10062
3495,876
3495,14986
3495,9235
3495,3708
3495,23057
3495,8696
3495,19099
3496,17628
3497,230
3498,20120
3498,13235
3498,17062
3499,23343
3499,21064
3499,17896
3500,24365
3501,21820
3502,13545
3503,20037
3503,13589
3504,478
3504,10257
3504,8320
3504,18721
3504,5295
3504,6980
3504,7354
3504,13625
3504,18482
3504,8060
3504,5888
3504,11531
3504,7172
3504,3274
3504,21794
3504,4165
3504,1231
3504,13668
3504,7646
3504,6186
3504,24300
3504,387
3504,1232
3504,16101
3504,15843
3504,23052
3504,4479
3504,3030
3504,8769
3504,3546
3504,6050
3504,15217
3504,17471
3504,14878
3504,6188
3504,21393
3504,22225
3504,7282
3504,15324
3504,1498
3504,13597
3504,6923
3505,22591
3506,16641
3506,19267
3506,12043
3507,18744
3508,10378
3509,186
3509,9225
3510,4883
3511,6018
3512,15295
3512,4824
3512,19836
3513,6706
3514,22319
3515,9152
3516,2224
3517,24628
3517,20042
3517,10732
3518,18826
3519,11186
3520,22316
3521,14207
3521,4445
3522,9690
3522,5011
3522,22071
3522,16429
3522,3920
3522,18524
3523,14489
3524,9649
3525,17573
3525,12332
3526,14624
3526,14029
3527,10112
3528,9327
3529,3158
3529,12975
3529,9161
3530,24091
3530,19613
3531,4348
3532,17735
3532,23250
3533,9154
3533,8678
3533,22561
3533,24641
3533,22119
3533,17410
3533,24049
3533,13959
3534,6428
3535,6747
3535,15122
3535,18758
3535,18045
3535,24512
3535,24139
3535,6219
3535,14612
3535,5620
3535,9152
3535,6319
3535,7422
3535,19188
3535,6175
3535,3369
3535,7563
3535,12810
3535,18403
3535,15919
3535,14192
3535,23045
3535,2121
3535,7547
3535,19889
3536,17071
3537,24922
3538,18010
3539,11582
3540,19326
3541,12355
3541,3382
3541,4713
3541,3026
3541,21262
3541,2716
3542,15269
3542,19463
3542,2489
3543,18689
3544,13080
3545,8190
3546,730
3547,2986
3548,8023
3548,23568
3548,1441
3548,23384
3548,7653
3548,17154
3548,8070
3548,21995
3548,8804
3548,14879
3548,20698
3548,9135
3548,18896
3548,4842
3548,2250
3548,8195
3549,9350
3549,3024
3549,16732
3549,1943
3549,2447
3549,2365
3549,951
3549,3093
3549,1592
3549,13011
3549,22323
3549,21876
3549,18548
3549,4273
3549,19432
3549,21483
3549,5708
3549,21548
3549,14824
3549,902
3549,8560
3549,14608
3549,11846
3549,6312
3549,4265
3549,6777
3549,5863
3549,6654
3549,22495
3549,18464
3550,23024
3551,5308
3552,3180
3553,1323
3553,19210
3554,11001
3555,13078
3556,6602
3557,8166
3558,4968
3559,548
3560,9294
3560,12146
3560,10984
3560,6313
3561,19241
3562,21954
3562,24107
3563,17362
3564,1002
3565,20216
3566,18583
3567,9152
3568,10614
3569,22632
3570,19889
3571,14481
3572,9327
3572,16012
3572,14072
3573,14651
3574,6147
3575,9562
3576,18875
3577,22745
3578,15697
3579,13990
3580,17708
3581,18758
3581,18778
3581,22286
3581,24041
3581,24503
3582,4913
3583,13989
3584,15683
3584,2276
3585,18351
3586,11566
3587,9159
3588,20216
3589,17597
3590,1086
3590,20561
3590,12839
3590,1316
3590,925
3590,4675
3590,6985
3590,953
3590,22157
3590,2416
3590,19763
3590,19889
3590,21221
3590,6041
3590,14498
3590,1315
3590,14452
3590,12072
3590,23990
3590,22924
3590,21005
3591,14225
3592,24453
3593,7263
3593,3800
3593,5000
3594,4218
3595,15065
3596,24453
3597,18689
3598,19954
3599,19694
3600,5926
3600,15882
3601,14072
3601,4359
3602,12125
3603,21339
3604,23024
3605,18689
3605,94
3606,22128
3607,24744
3608,20582
3609,23694
3610,19954
3610,19493
3611,111
3612,9342
3613,23275
3613,10689
3613,23304
3614,19432
3614,1653
3615,923
3616,15628
3616,5741
3616,8610
3616,3093
3616,18477
3616,13991
3616,13989
3616,14438
3617,21464
3618,10117
3619,19671
3619,18758
3619,3624
3620,4053
3621,10117
3622,471
3622,21834
3622,5490
3622,15149
3623,15080
3623,22603
3623,6306
3624,9327
3625,4730
3625,20513
3626,15073
3627,16604
3628,12872
3629,15097
3629,830
3629,23344
3629,10274
3629,21428
3629,2798
3629,19413
3630,20561
3631,24276
3632,23024
3633,8908
3634,15650
3635,19129
3635,1653
3635,1288
3636,20074
3637,1699
3637,5495
3637,11771
3637,1280
3637,16414
3637,3344
3637,15058
3637,6406
3638,11000
3639,19872
3639,24954
3640,2857
3641,7138
3642,21261
3643,1569
3643,21756
3644,14096
3645,16174
3645,13101
3645,10210
3645,19159
3645,22559
3645,21878
3645,19077
3646,10084
3647,21339
3648,24726
3649,19694
3650,13235
3651,9769
3652,1516
3653,1212
3653,17654
3653,4821
3653,24658
3654,13537
3655,4181
3656,1827
3657,404
3658,13246
3659,0
3660,6175
3661,5442
3662,15356
3663,4359
3664,22279
3664,16315
3665,22402
3665,5794
3665,5083
3665,16536
3665,10910
3665,3906
3665,19909
3665,16658
3665,2906
3665,20904
3665,18239
3665,3797
3665,20742
3665,12972
3665,16606
3665,22315
3665,639
3665,18958
3665,6120
3665,14902
3665,17597
3665,21796
3665,2514
3665,4385
3665,18768
3665,1122
3665,10908
3665,18246
3665,909
3665,11557
3665,7331
3665,8979
3665,6308
3665,18972
3665,12341
3665,7052
3665,17237
3665,501
3665,15000
3665,9052
3665,9804
3665,8720
3665,1468
3665,22578
3665,16655
3665,3206
3665,2729
3665,432
3665,16659
3665,7704
3665,17292
3665,8183
3665,19713
3665,21168
3665,18866
3665,21195
3665,21180
3666,3027
3667,4792
3667,21948
3667,6964
3667,569
3667,18172
3667,23715
3667,15384
3667,18351
3667,24311
3667,17419
3667,1253
3667,3004
3667,9728
3667,18555
3667,24562
3667,14965
3667,16926
3667,18170
3667,13268
3667,15852
3667,2136
3667,9526
3667,7387
3667,16215
3667,18354
3667,3504
3667,4602
3667,8913
3667,547
3667,22152
3667,21141
3667,4136
3667,2339
3667,10159
3667,4463
3667,10918
3667,17017
3667,24242
3667,8300
3667,18171
3667,12194
3667,4582
3667,20276
3667,8674
3667,12341
3667,17324
3667,6155
3667,13016
3667,16316
3667,7304
3667,12643
3667,23046
3667,15680
3667,7052
3667,885
3667,23604
3667,16400
3667,4174
3667,6892
3667,1038
3667,19748
3667,14300
3668,19874
3669,16885
3669,15511
3670,12043
3671,14636
3671,12598
3671,16641
3671,13491
3671,22391
3671,14635
3671,14145
3672,6428
3673,12998
3674,19090
3675,22591
3676,7552
3677,14692
3677,15410
3678,18848
3679,10420
3680,416
3681,9327
3681,1002
3682,17145
3683,1613
3683,2364
3683,9765
3684,18875
3684,18305
3684,3939
3684,7297
3685,23009
3686,12468
3687,15688
3688,7239
3689,14072
3689,9327
3689,14173
3690,4675
3690,4096
3690,5183
3691,3158
3692,2264
3693,20188
3693,12290
3694,14671
3695,13376
3696,20227
3697,10643
3698,22824
3699,1482
3700,2456
3701,6886
3701,18807
3701,22499
3701,24882
3701,1385
3701,19662
3701,3935
3702,15930
3703,21957
3704,20561
3705,8725
3706,12494
3707,18583
3708,18585
3708,6503
3708,23681
3709,12341
3710,6428
3711,16862
3711,16247
3711,19948
3712,9848
3713,8798
3713,21942
3714,17661
3715,22457
3715,5746
3715,9011
3716,12065
3716,24512
3717,20216
3717,6144
3717,6993
3718,13011
3719,1212
3720,10123
3721,13078
3722,19889
3723,18689
3724,25073
3725,6278
3725,16828
3725,18438
3725,11992
3725,11271
3725,7827
3725,526
3725,23559
3725,16298
3725,2681
3725,12568
3725,5600
3725,22571
3726,4218
3727,16641
3728,16552
3728,21446
3728,14472
3728,10534
3728,20197
3728,3974
3728,17583
3728,18769
3728,18740
3728,16156
3728,2799
3728,13942
3728,5346
3728,11806
3728,9051
3728,19200
3728,17628
3728,6042
3728,22952
3728,11866
3728,771
3728,14825
3728,23433
3728,20554
3728,15133
3728,7876
3728,15489
3728,14167
3728,491
3728,7321
3728,14204
3728,10838
3728,376
3728,16063
3728,15146
3728,24495
3728,4512
3728,10042
3728,11686
3728,23275
3728,6428
3728,14072
3728,8896
3728,11604
3728,13394
3728,4530
3728,23229
3728,11969
3728,13369
3728,2221
3728,3828
3728,2202
3728,5542
3728,12542
3728,15421
3728,3541
3728,13396
3728,18132
3728,13449
3729,3158
3730,19521
3731,22265
3732,8469
3733,11490
3733,22819
3733,7773
3733,14417
3734,12526
3734,20994
3734,17926
3734,15363
3735,19093
3735,21392
3735,12230
3735,901
3735,6041
3736,17222
3736,24950
3736,22770
3736,15327
3736,15505
3736,19185
3736,20803
3737,3737
3738,17002
3738,16482
3739,9327
3740,13780
3740,20284
3740,17790
3740,22760
3740,20362
3741,5965
3742,20784
3743,104
3744,12271
3744,23037
3744,17994
3744,21559
3744,20665
3744,22508
3744,10631
3744,24405
3744,6602
3744,21618
3744,11547
3744,20457
3744,18069
3744,22295
3744,11997
3744,20187
3744,6566
3744,21283
3744,23116
3744,451
3744,5343
3744,11865
3744,18221
3745,24524
3746,4218
3747,5073
3748,21711
3749,11320
3749,6949
3749,19234
3749,23829
3749,20727
3750,2500
3750,17845
3750,15122
3750,8004
3750,23590
3751,2875
3752,13029
3752,925
3752,16865
3752,1105
3752,369
3752,22050
3752,21232
3752,6041
3752,27
3753,23024
3753,22561
3753,4268
3753,1253
3753,14034
3753,24266
3753,3124
3754,10420
3755,8500
3756,2816
3756,3782
3756,11970
3756,10673
3757,9159
3758,2208
3758,24156
3758,15312
3758,14621
3758,1054
3758,3385
3758,7222
3758,17347
3758,12518
3758,19629
3758,18021
3759,2561
3760,2425
3761,23042
3761,17996
3761,10436
3761,9208
3761,15840
3761,21395
3761,11633
3761,10838
3761,10104
3761,17628
3761,5722
3761,7636
3761,16321
3761,16692
3761,11010
3761,1993
3761,10286
3761,6195
3761,8031
3761,8446
3761,20506
3761,11713
3761,3129
3761,2774
3761,7542
3761,23389
3761,12519
3761,9751
3761,531
3761,21545
3761,15206
3761,19180
3761,19481
3761,23433
3761,12338
3761,12455
3761,9994
3761,7533
3761,23553
3761,9900
3762,9410
3763,6433
3763,2363
3763,5056
3763,567
3764,19715
3765,13862
3765,16322
3766,485
3766,13567
3766,14125
3767,13493
3767,481
3767,3498
3768,17587
3768,4756
3769,6157
3769,10022
3769,9110
3769,6885
3769,19443
3769,22049
3769,2172
3769,22999
3769,23012
3769,23800
3769,3528
3769,22592
3769,12744
3769,12512
3769,1091
3769,8081
3770,8502
3771,3412
3771,23739
3771,1628
3772,6041
3773,19210
3774,23768
3775,18689
3776,9789
3777,19014
3778,11804
3779,19910
3780,21690
3780,2540
3780,9375
3780,22153
3781,14746
3782,21336
3782,15452
3782,12416
3782,7405
3782,22006
3782,7855
3783,7415
3784,2456
3785,23662
3785,11900
3785,12535
3785,3668
3785,5909
3785,17974
3785,6470
3785,8826
3786,17732
3786,12001
3786,3490
3786,17628
3786,23216
3786,2221
3786,21446
3786,6642
3786,22316
3786,652
3786,15930
3786,1654
3786,16726
3787,5015
3788,22529
3789,20030
3790,6428
3791,6082
3792,11319
3793,3671
3793,1310
3793,9471
3793,11653
3793,1329
3794,5571
3794,10960
3794,22246
3794,14144
3794,21851
3794,21526
3794,23880
3794,2117
3794,15032
3795,8782
3795,16883
3796,13339
3797,9443
3798,18073
3799,6428
3799,1253
3800,10480
3801,19487
3802,14284
3803,11638
3804,7171
3804,5000
3805,10871
3806,6591
3807,14018
3808,5802
3808,12579
3808,17397
3809,15073
3810,6316
3811,8080
3812,14504
3813,12482
3814,10643
3814,18861
3815,17837
3815,11282
3815,22927
3815,23334
3815,7764
3815,12065
3815,19786
3815,16444
3815,14614
3815,16479
3815,8610
3815,6293
3815,19503
3815,1014
3816,11653
3817,90
3818,23583
3819,980
3820,13006
3821,8069
3822,10437
3822,9769
3823,358
3824,18689
3825,23489
3826,21422
3827,9159
3827,21046
3827,2343
3828,5962
3829,8785
3830,16604
3831,2563
3832,9327
3833,18689
3834,7686
3835,17136
3835,9058
3835,5603
3835,12600
3835,24751
3835,11253
3835,21145
3835,5942
3835,23124
3835,22630
3835,8947
3835,5684
3835,665
3835,8759
3835,10903
3835,4886
3835,16494
3836,7664
3837,14058
3838,2422
3838,9159
3838,7547
3838,3401
3839,17630
3839,931
3839,19922
3840,12886
3840,24533
3840,12924
3840,18929
3840,17603
3840,17636
3840,24701
3840,2253
3840,22572
3840,16443
3840,755
3840,2722
3840,6540
3840,6309
3840,23656
3841,19138
3842,10707
3843,23275
3843,13685
3843,8745
3843,9166
3843,7171
3843,13811
3843,104
3843,13415
3843,15599
3843,14428
3843,21287
3843,20472
3843,11744
3843,10122
3843,4690
3843,13448
3843,9265
3843,10104
3843,15337
3843,853
3843,11558
3843,21894
3843,15034
3843,21591
3843,20379
3843,18673
3843,18351
3843,11701
3843,24717
3843,8123
3844,19267
3845,3110
3845,24210
3846,21339
3847,5968
3848,1253
3849,22727
3849,21824
3849,4326
3849,7184
3849,17836
3849,10316
3849,22357
3849,21526
3849,12977
3849,18671
3849,10146
3849,5221
3849,10954
3849,15472
3849,19951
3849,10417
3849,14441
3849,304
3849,8948
3849,16769
3849,21602
3849,22488
3849,22179
3849,22787
3849,20976
3849,8714
3849,14446
3849,2462
3849,24900
3849,16739
3849,17438
3849,8949
3849,15956
3849,4772
3849,7421
3849,22007
3849,7183
3849,24446
3849,16771
3849,22309
3849,21537
3849,21240
3849,18718
3849,4381
3849,4037
3849,12779
3849,16359
3849,12320
3849,20958
3849,11933
3849,11410
3849,19128
3849,21902
3849,22584
3849,574
3850,11842
3851,18689
3852,17040
3853,14910
3854,10583
3855,24266
3855,10807
3856,4176
3856,14931
3857,6041
3858,903
3858,2688
3858,11382
3858,18898
3858,2201
3858,19549
3858,5747
3858,14202
3858,16171
3858,20855
3858,22222
3858,19613
3858,15644
3858,20458
3858,15498
3858,11318
3858,6679
3858,23611
3858,16257
3858,11514
3858,6147
3858,20451
3858,24717
3858,20549
3858,10235
3859,6041
3860,9158
3861,2604
3861,15652
3861,24107
3862,11760
3863,20759
3863,9349
3863,14381
3864,5965
3865,20120
3866,7301
3867,5756
3868,6768
3869,7358
3870,10331
3871,10545
3872,16176
3872,7779
3873,18021
3874,20000
3875,15194
3876,3868
3877,21519
3877,13834
3878,15247
3879,23024
3879,17480
3879,12329
3879,101
3879,10268
3879,11871
3879,24266
3879,14388
3879,5368
3879,17249
3879,7651
3879,12061
3879,17410
3879,12225
3879,20993
3879,15328
3879,3046
3879,577
3879,22128
3879,20561
3879,10860
3879,6415
3879,18758
3879,15499
3879,1686
3879,24244
3879,7847
3879,960
3879,5653
3879,18852
3879,9327
3879,24166
3879,2601
3879,6378
3879,10978
3879,3536
3880,22556
3881,6571
3882,6621
3883,21999
3884,2914
3885,7429
3886,22001
3887,14651
3888,14578
3889,25014
3889,1972
3890,3117
3891,18608
3892,22784
3893,19922
3893,6772
3894,22796
3895,4550
3896,5423
3897,20834
3898,19210
3898,6041
3898,6432
3899,1212
3900,16114
3901,3616
3902,5833
3902,6102
3902,16202
3902,8620
3902,1550
3902,9184
3902,18364
3903,2977
3904,15908
3904,9529
3904,104
3904,20080
3904,22698
3904,2018
3904,18781
3904,18188
3904,10209
3904,18985
3904,8282
3904,5321
3904,7909
3904,10281
3904,4507
3904,908
3904,3242
3904,5536
3904,3106
3904,16293
3904,4461
3904,21777
3904,21890
3904,3903
3904,2299
3904,12800
3904,15356
3904,7533
3904,3104
3904,9321
3904,10436
3904,12196
3904,17834
3904,9265
3904,17107
3904,11340
3904,12525
3904,18413
3904,18412
3904,7978
3904,15621
3904,8234
3904,14120
3904,24018
3904,18186
3904,13845
3904,15337
3904,2652
3904,20590
3904,20477
3904,6582
3904,18319
3904,23684
3904,22697
3904,4305
3904,22699
3904,19693
3904,11031
3904,23275
3904,6172
3904,21250
3904,8300
3904,3279
3904,8674
3905,19617
3906,14624
3907,1253
3908,19796
3909,4223
3910,5308
3911,6984
3911,6002
3911,15031
3912,11729
3912,17781
3913,17511
3913,11361
3914,13102
3914,23336
3914,10346
3915,7773
3915,14927
3915,10611
3916,7141
3917,1381
3918,24095
3919,16657
3919,613
3919,24778
3919,16656
3919,9682
3919,9441
3919,23835
3919,11943
3919,11098
3919,2216
3919,21259
3919,1868
3919,2337
3919,12688
3919,5353
3919,24711
3919,6157
3919,5093
3919,21782
3919,20908
3919,16675
3919,21706
3919,13740
3919,15449
3919,3330
3919,276
3919,23253
3919,10362
3919,2705
3919,8653
3919,5176
3919,21638
3919,1351
3919,11062
3919,1036
3919,9556
3919,21893
3919,6776
3919,19780
3919,21881
3919,10607
3919,15545
3919,16119
3919,12959
3919,1037
3919,24702
3919,10726
3919,12583
3919,22687
3919,18719
3919,21288
3919,18892
3919,23525
3919,19375
3919,11863
3919,11942
3919,16334
3919,16290
3919,5819
3919,2610
3919,18626
3919,13136
3919,4944
3919,14388
3919,2053
3919,23365
3919,3321
3919,16865
3919,15893
3919,15999
3919,2701
3919,3846
3919,3814
3919,5973
3919,11345
3919,12658
3919,12587
3919,3325
3919,13600
3919,2613
3919,12502
3919,12207
3919,16515
3919,5923
3919,24742
3919,17613
3919,4032
3919,23950
3919,21932
3919,12709
3919,24512
3919,9516
3919,5548
3919,6713
3919,17066
3919,11775
3919,10545
3919,13645
3919,11590
3919,12524
3919,12341
3919,8266
3919,12390
3919,10580
3919,15814
3919,3503
3919,12566
3919,16128
3919,11351
3919,24630
3919,5001
3919,5068
3919,14404
3919,12493
3919,13469
3919,2763
3919,18351
3919,7533
3919,3355
3919,21739
3919,17709
3919,15515
3919,14675
3919,16058
3919,895
3919,2220
3919,2463
3919,1354
3919,399
3919,11153
3919,1774
3919,3940
3919,4206
3919,20635
3919,2576
3919,22705
3919,11566
3919,15312
3919,23226
3919,4550
3919,23554
3919,24964
3919,13758
3919,22589
3920,9562
3921,21339
3922,4479
3923,18351
3924,18689
3925,24046
3926,9159
3927,21834
3928,8161
3929,14207
3929,20625
3930,1500
3931,14686
3932,16868
3932,203
3932,4146
3932,143
3932,15989
3933,9421
3933,5578
3934,23446
3935,11484
3935,17467
3935,3274
3935,497
3935,24300
3935,12611
3935,18808
3935,498
3936,20561
3937,5559
3938,150
3939,1934
3940,1355
3940,17961
3941,2335
3942,979
3943,805
3944,22178
3944,6972
3944,22195
3945,13061
3945,19889
3945,15363
3945,8610
3945,5391
3945,18758
3945,7334
3945,3936
3945,5437
3945,149
3945,1653
3945,1105
3945,3246
3945,5395
3945,6855
3945,8004
3945,7185
3945,7921
3945,18072
3945,17221
3945,13087
3945,11904
3945,19582
3945,23738
3945,7361
3945,19524
3945,14074
3945,24392
3945,23563
3945,6055
3945,4780
3945,10775
3945,7957
3945,18362
3945,16708
3946,22265
3947,11615
3948,9594
3948,6576
3949,3057
3949,10024
3949,19852
3949,23890
3950,5324
3951,13606
3951,16314
3951,13183
3952,21911
3952,23155
3952,25022
3952,10556
3952,18351
3952,12819
3952,19067
3953,10003
3954,5955
3954,22253
3954,19441
3954,17
3954,16258
3954,8237
3954,21412
3954,23687
3954,14681
3954,9208
3954,5797
3954,5505
3954,18345
3954,8270
3955,17241
3956,19922
3957,19177
3957,763
3957,760
3958,21326
3959,19447
3960,18689
3960,14484
3961,22560
3961,22209
3962,18470
3963,7964
3964,10461
3964,20944
3964,23709
3964,11136
3965,20216
3966,12879
3967,14326
3968,20216
3969,20715
3969,6369
3970,3158
3971,8635
3971,18904
3972,23372
3973,8658
3974,14624
3974,4482
3974,5653
3974,152
3975,2121
3976,11374
3976,923
3976,14742
3977,6428
3978,14186
3979,17877
3979,8041
3979,23781
3980,11423
3981,20055
3982,146
3982,22638
3982,12290
3982,10420
3983,19050
3983,4218
3984,21413
3985,23114
3986,4218
3987,6041
3988,23655
3989,2267
3990,11197
3991,19210
3992,136
3992,23118
3992,8344
3992,1482
3992,18071
3992,13600
3992,19276
3992,16973
3992,2964
3992,8782
3992,6038
3992,1875
3992,24712
3992,17843
3992,16099
3992,6137
3992,621
3992,17053
3992,3544
3992,18753
3992,3222
3992,24424
3992,2820
3992,10892
3992,2432
3992,4675
3992,3509
3992,11662
3992,5923
3992,22484
3992,11399
3992,11374
3992,21903
3992,2053
3992,7630
3992,10098
3992,10288
3992,19187
3992,6175
3992,19101
3992,3546
3992,3053
3992,22868
3992,13989
3992,24728
3992,21961
3993,20561
3994,20818
3994,19282
3994,9755
3994,7360
3994,12222
3994,11299
3994,15261
3994,8241
3994,23286
3994,11074
3994,9302
3994,11752
3994,722
3994,16444
3994,8684
3994,10059
3994,8586
3995,1223
3996,14624
3997,19954
3997,20070
3997,23801
3997,2817
3998,23094
3999,8921
4000,14608
4001,11175
4002,14923
4002,11741
4003,5308
4004,19326
4005,14624
4005,9159
4006,9159
4007,19210
4008,7171
4009,11404
4009,15170
4009,13621
4009,22996
4010,19741
4010,14089
4011,6435
4011,8708
4011,21380
4011,626
4011,22351
4012,19715
4013,923
4014,12747
4015,23139
4016,15511
4017,13011
4018,18689
4019,12623
4019,8368
4019,2545
4020,9159
4021,9562
4022,10642
4022,5733
4022,12374
4022,4020
4022,20451
4022,20222
4022,6785
4022,10852
4022,10716
4023,8863
4024,818
4025,23767
4026,9321
4026,11158
4026,7819
4026,7650
4027,22052
4028,19741
4029,6993
4030,21064
4031,14034
4032,20561
4033,3846
4033,2121
4033,18046
4033,11566
4033,24863
4033,4927
4034,13230
4034,2432
4035,7624
4036,6772
4036,25001
4036,5496
4037,7615
4037,23023
4037,1151
4037,8594
4038,3845
4038,8115
4039,14346
4040,115
4041,12575
4041,9517
4041,22330
4041,16291
4041,10545
4041,8895
4041,11304
4041,10848
4041,12625
4041,10592
4041,988
4041,10855
4041,2808
4041,24212
4041,7004
4041,17299
4041,6994
4041,20431
4042,18689
4043,21339
4044,22272
4045,23024
4046,11639
4047,23024
4047,7412
4048,20561
4049,14446
4050,9452
4050,20419
4050,17812
4050,44
4050,7881
4050,9475
4051,9152
4052,6109
4053,20561
4054,17573
4054,6499
4054,17214
4054,12490
4054,21509
4054,610
4054,740
4054,23738
4054,6497
4054,10470
4054,24897
4054,20910
4054,20622
4054,23056
4054,24177
4054,19210
4054,7743
4054,20911
4054,897
4054,23775
4054,18363
4054,10471
4054,13481
4054,3321
4054,17845
4054,23783
4054,1366
4054,23699
4054,16055
4054,6126
4054,13472
4054,2530
4054,12917
4054,23971
4054,24742
4054,9582
4054,13913
4054,3875
4054,20918
4054,22950
4054,9159
4055,9154
4056,646
4057,6445
4058,6005
4058,19980
4058,5380
4058,17277
4058,3025
4059,19712
4059,5701
4059,22552
4059,20706
4059,22310
4059,19295
4059,17121
4059,21771
4059,15314
4060,18405
4061,154
4062,17844
4063,16939
4063,1633
4063,8402
4063,20299
4063,502
4063,17958
4063,7560
4063,18079
4063,3175
4063,1894
4064,13685
4064,2456
4065,23054
4066,18132
4066,2264
4067,8751
4068,13799
4069,17732
4070,732
4071,11286
4072,1355
4072,24545
4072,905
4072,4846
4073,18928
4073,15871
4073,15447
4073,12364
4073,16976
4074,18312
4074,19562
4074,2159
4074,15774
4074,20755
4074,4633
4074,21868
4074,9721
4074,23111
4074,9292
4075,19093
4076,18689
4077,732
4078,5927
4079,12378
4080,6041
4081,20584
4082,6428
4083,21087
4084,106
4084,6806
4084,21572
4084,10705
4084,18135
4084,13920
4084,7995
4084,18634
4084,18351
4084,9643
4084,7321
4084,15507
4084,1013
4084,2799
4084,4536
4084,21925
4084,22306
4084,1838
4084,21673
4085,14471
4085,21225
4085,20380
4085,22663
4086,15283
4087,2528
4088,12649
4089,5000
4089,21642
4090,18689
4090,94
4091,18555
4092,9589
4093,19954
4094,9142
4095,9808
4096,3818
4097,19794
4098,24325
4098,5880
4098,2979
4098,14342
4098,5091
4098,12861
4098,11470
4098,5906
4098,3431
4098,7400
4098,5884
4098,20214
4098,3416
4098,7456
4098,6720
4098,1864
4098,12884
4098,10772
4098,4881
4098,17528
4098,13866
4098,12544
4098,7413
4098,1967
4098,14424
4098,8768
4098,13799
4098,3226
4098,12404
4098,5912
4098,14459
4098,3282
4098,2276
4098,5900
4098,14039
4098,20368
4098,1583
4098,19652
4098,23031
4098,382
4098,8474
4098,23837
4098,1407
4098,14699
4098,21550
4098,9260
4098,4706
4098,3728
4099,19009
4100,20561
4101,11958
4101,14015
4101,25035
4101,23582
4101,12386
4101,19984
4101,4547
4101,11438
4101,8756
4101,5693
4102,3158
4102,17630
4103,10830
4103,9004
4103,8621
4104,20216
4104,10112
4105,22579
4105,11074
4105,11903
4105,13516
4105,12575
4105,2701
4105,15624
4105,15905
4105,21262
4105,18131
4105,5660
4105,1008
4105,17590
4105,894
4105,1370
4105,356
4105,7240
4105,23120
4105,7379
4105,23146
4105,21549
4105,2925
4105,11530
4105,15218
4105,372
4105,17170
4105,1717
4105,16820
4106,6259
4106,7207
4107,18
4108,20783
4109,23024
4110,20561
4111,9785
4112,21443
4113,1138
4113,20184
4114,12010
4114,13807
4114,14636
4114,9629
4115,12106
4116,17774
4116,2258
4116,2925
4116,2619
4117,17201
4118,6130
4119,11003
4120,21831
4120,6428
4121,22842
4122,3431
4122,3416
4122,15831
4122,17528
4123,5441
4124,3056
4124,2355
4124,22750
4124,12892
4124,23942
4124,3055
4124,7033
4125,1445
4126,2188
4127,14481
4128,22222
4128,13838
4128,6876
4128,22196
4128,11382
4128,10235
4128,18898
4128,23353
4128,3737
4128,12754
4128,19118
4128,20860
4129,13087
4130,9159
4131,502
4132,1313
4132,21006
4132,12121
4133,27
4133,24266
4133,23774
4133,13445
4133,19124
4133,22754
4133,226
4134,19954
4135,21831
4136,173
4136,8431
4137,6007
4138,20173
4138,3284
4138,17297
4138,11280
4138,6115
4138,2566
4138,7984
4138,22363
4138,11098
4138,24711
