user,item
2288,12035
5560,8974
5271,6621
4809,1717
2188,577
5486,20951
5761,10268
2757,15936
4413,18028
5873,12032
3009,17144
6023,8610
1741,10268
2757,12331
2156,19584
2697,16865
1879,5548
1879,12434
180,11282
2188,3033
552,3200
5815,21336
5764,3834
1624,15540
4198,9086
20,9746
5560,2257
2245,24095
2757,22128
2763,5722
180,1303
4742,9463
3513,4177
1065,18372
5313,4177
608,12341
4200,10134
864,7096
4230,22476
827,17665
2804,23526
1710,396
5271,19524
206,21817
5906,6985
2373,12155
916,7495
608,2684
2763,15337
5271,24556
5271,1371
4226,9534
827,14422
1767,17655
5271,12158
1065,22975
827,12070
827,2411
5313,17664
5271,7013
3942,6322
837,2729
3071,14336
3369,20577
269,19026
5664,19960
575,7204
4200,10056
1713,10707
5664,18347
2288,7956
665,7820
1246,14825
3369,14803
30,7847
5438,17752
1879,23588
3458,21466
2188,18895
3981,22537
5351,8423
2245,12867
1284,19333
241,8551
972,1401
4420,22057
3294,7390
5815,5472
1691,9700
180,23590
1533,18351
1703,5505
3369,4272
3458,4272
4346,24088
2862,23590
5351,12419
5761,2884
2242,4272
3458,2569
2335,20519
2288,23049
2288,14660
4230,20561
417,12666
5351,8270
4545,3289
1513,822
827,24264
2174,6897
3476,21381
4759,23277
3525,5181
1454,22658
552,20153
2188,8566
2260,4097
1882,7085
2659,14388
1454,22754
241,20335
3574,20174
3256,4712
430,24968
1733,16233
4736,6636
3981,11744
2288,10860
3574,14065
5662,9524
4453,11158
1991,15322
5664,15531
694,24177
4406,21381
4842,9869
3774,18207
1907,24730
855,10563
4226,17776
430,18487
3834,6696
5635,10521
1962,1212
1145,12499
1690,369
5906,18575
241,9070
5351,2456
764,2365
180,8777
2974,20823
2522,7621
3574,17305
4226,5061
1040,24041
4420,7621
552,22391
2780,7621
3135,6953
4226,6029
3774,22612
3574,13371
4230,23393
2174,18119
54,24968
5940,15863
206,24936
2662,21620
5812,15316
1040,10937
5351,12873
1879,7073
4420,22671
2780,22671
2522,22671
1687,5100
5664,12455
1275,25007
5141,2763
1601,21664
2862,13162
3834,23555
269,2936
913,1349
5405,7387
1211,22507
241,23058
1687,21634
2659,23829
5664,203
4226,20981
4360,3504
3834,12005
54,20438
5664,6876
4360,1390
864,16552
4406,22529
241,23091
5351,3323
1601,10923
4753,21375
5271,22529
1040,6543
2662,22507
5664,11001
2983,21589
4406,20561
4226,23664
4020,14772
764,4059
241,7263
5351,7664
5664,5981
3574,13047
2469,18649
2174,17633
3574,12627
4226,6020
5313,21781
5664,5528
4934,23846
2174,14384
4226,24054
2522,8637
1703,13983
2239,13983
2974,9515
417,951
2288,16619
997,23846
5560,3369
4346,2057
2974,11406
269,24881
1211,12340
1501,4272
3476,9519
2188,2619
1454,15964
4809,3448
1284,5019
952,15452
2404,22841
1690,8538
432,22438
4759,16013
2469,7573
997,4272
1040,196
5141,14675
2404,7576
4200,1944
241,104
2188,17895
5351,18188
3658,12434
2927,6868
3658,21600
2260,2569
5635,3848
5873,16904
241,1212
5351,5551
5815,24890
552,9390
2862,5941
417,19199
4871,16618
180,14624
3458,3026
2522,16904
1454,5866
638,4550
5940,554
5859,13845
2983,23817
4168,8551
206,24754
1145,1349
36,14624
1907,15234
4344,36
1677,3020
5815,22556
2522,18582
2780,18582
5873,18582
5635,4272
432,13845
4226,16641
5043,1212
5766,17689
1703,13845
2983,13230
3834,18758
2469,1717
1907,2569
1879,111
1145,13845
1690,2619
5043,104
2927,19924
6023,16800
206,5548
3574,10098
2260,20454
1741,8566
1040,14560
2579,10262
2989,5720
2265,2422
2794,7533
4809,7023
2839,3033
4230,1687
180,18758
3834,24503
5172,22556
5761,25045
3574,749
1741,25045
638,2729
2188,24624
491,20215
180,3324
2862,15101
4406,7861
1879,20591
4020,15443
5271,4634
4346,12033
269,21423
2057,15218
4753,593
5405,8516
5916,24273
950,1367
2245,22988
1040,7645
4344,15447
5812,2857
180,8636
1601,16824
5766,12754
855,2870
1703,15507
5043,22824
2188,8739
5943,6450
5815,23446
4191,7857
4999,12102
5271,3636
5313,2788
5815,21478
5441,21763
5043,12455
5405,13848
5635,4985
1301,21706
5873,4324
2288,5985
4934,20576
5351,16321
3513,20522
2862,23186
5313,20522
2989,22271
4346,19620
4420,18892
855,3712
2934,2456
5873,18892
2780,18892
2522,18892
4736,6112
2780,2684
4420,2684
5873,2684
916,21119
5351,12455
1145,15146
3513,20383
4265,9464
5873,1542
855,1555
2780,1542
2288,14162
1104,12455
4420,1542
5043,13446
2522,1542
2934,13448
3513,5399
2215,274
5873,22712
3574,4272
3574,6657
4368,15297
514,16065
1601,24553
5486,20696
180,20736
4453,21591
4344,4383
5940,109
5873,12340
3364,18616
5172,18758
4999,19199
5351,109
180,20975
321,12249
30,3328
1533,12525
1687,15341
916,11524
1962,2155
1825,1479
4406,15451
5906,21800
5815,24392
1962,13845
2522,6558
3658,15341
4632,17689
1624,9837
1145,1212
3476,9516
206,11502
5601,10556
1040,2447
1691,354
4632,13845
5943,18941
5815,8908
827,12250
2780,2709
4420,2709
2288,14636
3476,11586
30,18117
5560,8636
1879,16617
3658,2375
1178,18334
4368,6498
388,11757
3458,6498
1501,22176
3476,9266
5681,189
1246,11555
5812,24761
1501,10471
3476,9154
241,14681
5940,23216
2174,22698
2373,15425
5043,24091
3981,19613
5664,18346
54,6252
3476,10946
5664,24774
3476,14276
4420,1706
2780,1706
4753,14624
1703,24872
665,15425
4368,4214
1040,3430
1932,6960
1932,3787
2763,12338
3071,5758
3071,5166
75,18758
5351,15206
225,13605
2794,17732
2794,5158
2794,7683
638,11916
3981,3787
2780,4672
4871,8427
5351,1442
2404,10056
608,11506
3458,7552
1501,24141
827,24016
5438,13789
608,17689
1244,11554
785,15095
1501,2850
2373,22438
4753,16779
4871,16692
5271,11005
4871,2482
5664,18183
4871,7067
4753,7469
2245,22110
2934,10838
2228,705
2174,7636
1962,8290
4168,10829
54,14014
4578,9461
2174,23114
2763,10430
2288,23208
2862,10430
2288,8699
30,3200
430,18351
2839,5479
5351,12944
1040,23936
1252,23591
5141,23787
5940,24494
4020,20515
950,19477
1207,2721
2404,3536
3009,18548
2188,6529
2288,12831
3688,2258
1834,7500
1245,22815
5946,22698
5943,15363
4368,20428
2188,20622
837,23112
4346,15808
5815,23120
3476,12575
2242,21087
4230,23024
54,2479
4934,24210
1879,12065
1454,925
1207,21063
5438,6037
1915,23056
4999,7861
5271,18117
4346,19491
4344,7263
5486,11183
5664,21579
3981,20379
2469,1644
54,20379
491,16886
1733,19681
4753,9865
3688,18753
4753,13029
5635,12490
1284,6991
1297,7813
5946,7801
4406,22579
5940,6706
5351,9051
4413,12490
1244,2774
1145,13863
608,785
5043,17834
913,17834
1624,20379
5043,10436
2349,20379
1718,14897
2174,413
1252,16018
1246,8787
2174,24091
5351,2799
2174,18062
4344,23058
4368,1482
1252,8625
3294,6873
2404,3200
3458,16127
3658,4634
388,6157
4759,4476
1932,13605
75,14624
4413,3645
3009,11079
3009,10844
1252,21183
2404,14624
3009,23447
2174,12001
1275,1444
3369,313
2188,10844
54,21473
2188,12587
998,14202
2974,5804
1284,19924
269,9301
2839,2350
4200,3272
3574,20439
1713,18028
2209,19302
4934,16711
491,19302
2242,2009
2057,9312
2245,10355
3834,21466
1741,9266
6023,21336
1834,4550
1501,18117
952,24556
3583,15337
417,24276
1252,19029
3369,24276
2013,20379
1879,10127
2312,6932
4306,24968
3103,23114
1741,22705
3009,24720
233,19612
1741,3289
4736,17273
694,15366
2778,24389
2780,19783
1562,12275
4413,16711
5635,18129
3688,10179
4632,7387
4871,6220
4753,18363
5438,2584
3103,22668
4736,1805
3135,14334
4742,21997
233,15883
2239,14014
2794,17834
2373,10042
4413,12796
5153,13998
1627,10919
3893,7664
913,11158
2373,17382
1297,2456
3893,13795
3135,10842
1703,12673
5232,2566
855,12681
4420,12341
1252,5839
2780,12341
1733,4626
4003,11958
4344,18351
2659,9180
3495,15316
206,13466
1687,24978
4871,24777
4703,13845
1709,20656
3495,19564
3495,101
2896,22108
4871,18351
5865,16757
388,121
180,14923
1767,22948
1065,1911
5560,6140
3893,6108
2035,12540
2260,12475
950,19884
2373,7394
1501,31
2022,25063
823,396
827,7277
206,18879
4200,19738
2242,3056
1065,2479
823,2375
1741,10518
2260,21057
4368,20561
608,3358
874,7094
36,4000
1932,12588
5595,5723
1932,6366
2174,15356
1962,10542
36,11878
3318,9266
5812,10710
1065,23359
4200,17241
3574,14770
4368,13600
4446,15363
3513,10652
5313,10652
2478,17241
1703,18003
1562,5368
3103,12195
608,14823
5635,5700
5405,16215
2763,24390
1533,14823
823,10518
3135,4252
2174,4512
4871,4419
764,24217
3834,4059
2035,15122
4809,8658
4200,9078
5812,24158
4753,17362
4368,3704
1703,9016
916,17987
4344,10545
3893,2557
5153,11492
5812,11681
4306,15733
2081,16708
5351,53
1703,9208
1501,11566
5761,20881
2288,265
180,1221
4413,12666
4413,18758
2839,14923
3071,11079
4871,3964
3294,15699
3369,18650
5351,18351
5271,18351
3495,11566
3495,14635
2288,5548
2288,20375
4200,20529
1974,18351
180,16564
950,18351
2188,16732
5859,14131
4999,12666
1065,22537
5664,13962
1703,2842
3369,15341
4168,24777
5351,12341
4368,17613
1005,14624
998,18711
998,18933
2209,21458
4999,22591
4200,6493
1005,18758
2397,18925
206,4059
5351,11098
1065,3530
2081,9919
4753,24298
1513,21783
4413,20561
874,2594
1879,11871
180,1536
5761,20561
552,20174
4344,20561
4200,10419
2265,20561
3476,7490
3688,9742
1005,18207
1465,17348
233,19276
2288,21336
491,7510
2397,2933
5595,19198
4200,19889
1703,15540
2215,1588
2412,9712
4413,12526
4759,12062
6023,19294
3658,2897
5766,2456
4446,19524
3513,8676
2469,940
3574,20529
4999,13977
5560,9922
2215,24754
180,5932
2022,1371
4755,6000
874,9464
225,2941
4368,5627
2188,9602
1454,10084
4453,2456
764,21886
3033,18351
972,12032
3318,1371
1703,767
180,13991
1284,853
2215,24276
1454,24266
3476,22529
1252,5817
2397,21414
1145,767
1767,12950
916,22278
2712,11566
4819,3289
5766,1831
3658,24266
1879,2422
3574,8777
73,11168
2188,15447
1005,7773
2839,89
4406,4502
4446,22128
54,2456
2209,8790
2242,13502
1687,2381
1624,282
5438,7576
4999,5231
5271,20817
3103,12115
2209,8193
1733,13502
3103,965
3583,5103
2469,17066
2778,5675
4632,3248
2397,27
54,15877
2209,145
5595,23285
575,16212
5271,12297
1703,15362
1610,9670
5815,1003
2242,11878
2022,24761
4020,18862
3103,13685
2195,1639
2373,20335
5940,20335
2373,11807
1962,14696
2174,13942
3033,11721
2662,119
5351,1542
2174,8435
2839,8594
2265,14270
5761,14270
4344,4098
4753,16262
1301,10070
4200,3636
1065,2911
2215,11310
5271,16114
2469,3636
4413,23049
4545,8594
4999,7847
2265,17894
5761,17894
5560,12666
3318,16800
5940,965
1741,4272
2288,4383
2242,4478
916,7591
1601,2619
3103,23611
206,14923
5664,14968
4368,8004
1757,23611
6023,8566
54,22982
5141,16656
1703,24957
4191,16779
1733,8241
5635,3543
855,4097
4871,22438
1624,23183
2397,8610
608,23687
3033,2481
4196,3790
3369,22874
2288,5252
4344,21381
2469,3453
2188,7651
1133,12302
5764,24518
1757,4190
4176,12800
388,5675
3476,4273
2995,8405
608,22823
6023,25045
4368,14685
432,23716
416,23716
180,13416
5351,18657
3476,18758
764,8746
903,19586
180,21049
574,18758
3256,25045
764,24014
4344,10937
4413,894
5560,15651
1207,270
3476,2569
3033,9737
1741,20439
3033,16114
3942,18186
1533,20729
3458,20982
2757,24928
4226,17787
2659,3636
2995,7510
2824,14157
1207,20582
5438,337
4344,13479
4027,12329
3033,6147
1040,19567
5812,17835
1907,23024
5635,22205
4736,17746
2697,4793
1962,22952
1065,18319
388,13071
2260,21834
1733,13029
1040,22700
4200,149
3574,20135
4446,5973
1741,22205
4753,22205
4406,18879
3256,8566
2057,2857
2188,1190
3658,5231
4406,897
3103,18501
1962,9536
5153,16018
2245,16828
4703,22360
3513,9004
4406,24298
1825,14393
1905,17691
4413,22205
54,15489
5943,21834
2225,14353
2260,8077
2057,16594
2057,9410
1533,12032
4703,12534
3103,12673
180,13726
1065,6195
3574,21057
2662,21807
4200,23523
1703,19305
3458,19294
1757,12673
2242,7006
3033,16491
4413,16158
913,18351
3135,2826
4406,189
54,2799
864,14204
1601,925
1040,7330
5271,20854
4847,14204
3513,15902
5313,15902
4753,5477
4368,12435
54,6195
1703,14384
4753,1105
2245,660
2839,8291
2469,7231
1879,23988
206,6920
2260,179
4344,1209
4999,8291
2659,23284
1275,18632
978,19061
4809,19492
2188,16800
206,1562
1907,7497
2288,14741
2288,15132
5560,7094
864,21592
1741,5660
1733,5472
2038,19267
5560,13991
3364,14157
4759,3020
2188,8538
3033,104
2288,7750
1178,20446
3658,23049
4871,22668
5940,15836
4771,6626
3688,22560
1145,3288
1879,10126
3458,23049
2215,16800
5635,7231
2312,9135
5643,7861
1915,16616
3688,20339
4198,5795
4368,9582
1825,932
874,12666
4759,4433
1040,2052
1065,2481
1065,376
3103,22982
3135,201
3574,17894
2522,6030
5812,4276
225,23216
2442,22855
2697,2569
1513,403
1690,19994
5681,16001
855,5231
3688,11399
5438,14636
4200,7379
1065,23434
916,15969
1879,4272
206,18317
2373,20895
2442,11124
3697,1641
1677,1641
4368,6920
4200,19267
5351,18582
4999,20155
5940,20894
1207,11523
2442,22286
5940,12196
2442,976
4168,8675
552,11282
2288,22574
4200,20052
4545,4502
4200,6486
4200,4900
1040,23049
2442,10530
4368,23024
2288,2619
1040,11776
764,12797
4200,23590
5351,20718
4623,6540
2934,20504
4623,19133
864,767
2641,1364
1733,1482
2288,12885
1207,10541
4200,18758
3942,13147
3834,3093
5943,10288
4771,16303
2057,10545
206,16732
4413,22815
1562,22562
4871,24957
4847,4334
180,1482
5351,24756
4200,3026
4346,13478
4453,7820
4344,411
4934,3442
1741,1105
3476,17146
2983,13490
1879,15363
2288,13230
844,20260
2022,6327
4759,22579
3893,1293
2288,3064
4999,21440
4413,2375
1741,21877
233,22974
2983,18362
3834,2447
4230,12987
5859,24138
5681,15447
2763,1311
3574,16779
844,24503
241,18347
4346,16262
1501,20561
4999,16976
2057,18351
3697,23109
4753,19524
2641,2456
1703,21891
1207,2703
5595,21336
1501,8678
180,24682
4230,6126
2198,8299
54,7316
1065,7979
1962,16098
366,1805
2057,24091
2983,15167
2188,3093
3009,3093
5766,4319
5943,11850
388,13869
1181,14624
3658,6139
2188,11846
4413,7006
2373,18347
844,7006
3009,11846
837,7720
180,10624
1741,7439
844,7439
5859,6657
4346,22500
2225,16993
4344,11856
3658,11856
3893,3934
3574,13868
3294,22926
1454,24218
3458,7405
1687,6197
5313,22162
3893,104
2983,8678
1733,16528
4027,23575
4344,4482
5560,7356
3688,7625
2757,2467
1207,14061
2260,7006
4413,7439
1834,6232
241,9356
5681,9739
3458,18223
4406,2822
1601,23583
5153,104
2260,2537
2794,15852
3364,17261
764,24503
3574,2559
5664,24495
1207,15681
844,6414
3893,1212
4413,6414
2239,1212
321,6414
1741,6414
5812,6760
764,23590
4344,22330
30,15363
3574,17887
3658,22330
2188,1687
4610,10672
241,2597
5595,1686
225,3530
5153,1212
5271,14014
3583,7060
5812,23583
1703,1212
608,15337
4020,1212
2225,3712
241,3106
2198,9671
2522,22029
3893,11721
3583,104
5271,2799
3893,12297
4020,12297
388,22712
2174,12673
1703,104
1579,8751
4200,24503
30,15964
2974,5795
4368,5007
4200,2925
6023,5299
3688,8641
837,16188
3525,23675
5943,20663
2242,16929
4771,6773
5271,2481
638,6018
1690,14923
2794,4639
4368,22705
864,16156
241,24513
225,9997
4321,11850
4368,749
4368,7334
638,14636
180,11850
4453,15531
4321,985
3294,14635
180,3321
3574,7764
2188,19153
844,197
5172,4276
4413,197
5859,197
2397,3834
3583,12958
823,10884
2022,23056
2260,149
4999,197
4321,11334
5595,23575
4344,960
823,23557
3256,1040
180,1288
5943,12958
1145,14897
4321,12958
3658,14160
1703,15224
4413,12958
2239,1328
321,14346
2260,22391
844,12958
764,18112
4230,11871
916,20487
4453,7096
4771,9303
1691,24276
3513,8991
4226,8991
5313,8907
4871,6919
3103,11506
1690,21440
5438,9434
4306,2464
4020,16156
4228,9705
5664,18351
1757,11169
1065,24872
864,14472
3135,17469
2780,2566
4420,2566
392,15156
5815,19093
1065,16931
5664,16101
2983,14782
5438,14782
1562,19738
2022,14782
1710,13136
5141,19780
3688,6591
3697,22815
764,9089
5940,5442
2974,7805
2974,22170
913,2392
864,19401
5940,13046
1207,23132
2188,7002
388,3852
3369,16940
1065,23043
3583,9705
2040,19889
3834,18363
1741,13371
1501,23289
4200,2365
4406,13490
3942,1386
764,25005
2288,23675
2757,20155
4368,16565
4200,22591
2839,10098
1579,10098
2579,17050
1423,16385
2215,18437
5560,17020
2974,9301
5761,3289
3476,2432
5916,1110
2022,6037
1178,6037
2397,19093
5595,11399
2579,7243
5405,15337
3513,17666
2022,8310
1178,8310
5859,11627
2839,19632
1207,15995
1065,15335
1991,1937
1145,24772
4200,5948
2397,20561
5595,14346
2373,5561
2442,13343
5812,21859
2469,24587
1733,7238
4413,5308
5859,22356
3135,17273
997,6305
5141,1954
1454,18437
575,12108
2780,6911
4420,6911
4819,23583
1501,1934
4344,3922
3476,1105
1932,23270
432,104
1382,3960
4020,22814
1767,16343
1991,21572
3886,21037
1703,4750
608,22814
1709,20179
1207,21723
2522,1706
2522,6911
3942,24957
1703,22814
810,5025
3942,12624
2239,22814
2174,22814
5769,11369
1297,143
5815,20557
5815,2052
4020,18135
366,22521
5438,15964
3103,20894
4934,4713
608,1199
2839,15363
855,8862
4847,18351
5859,10545
5766,7068
1932,14897
638,11566
1301,19338
1962,19479
4346,14065
3893,2729
5438,10513
4847,10556
2288,13990
491,22762
4346,23396
5812,5250
3369,14608
4771,17480
4771,18743
1005,12666
3476,9742
2188,10471
844,14624
837,10430
4228,2350
5001,2925
2288,17410
3369,14624
3009,18389
4346,6037
3009,19492
3834,2409
2397,20431
4446,22874
30,9819
5438,13065
4413,740
3574,22500
2260,24453
837,2822
3476,23024
2757,20835
2697,8221
3318,6000
233,5115
1687,9582
309,18028
2824,20927
1690,20927
4346,10003
3574,1250
5313,22555
3513,22555
4819,18028
855,13087
4020,13748
4934,1363
1065,12196
2839,13539
3886,7015
2974,22936
1515,6636
225,17736
5766,7664
3033,14222
5940,2799
827,4444
4632,2034
4753,12796
309,471
3893,8683
3774,17342
4020,16696
54,1598
1178,13585
3942,21519
4413,10621
5815,20155
2148,10621
225,13167
4368,10098
4168,6288
2188,17555
4113,12275
3513,22046
4413,24424
2148,24424
5313,11763
5313,22046
3574,923
3135,6121
491,23305
2839,24424
5313,22028
416,4196
2697,1666
2934,15621
552,16708
4753,24460
2373,10507
432,4196
2057,17568
180,12829
574,21998
4753,37
3583,23310
4196,23351
2824,1674
1065,17174
5360,15912
2641,23852
5595,5755
2081,20739
855,21046
2174,18351
3513,11100
3574,23289
1703,11721
4413,5548
802,11515
574,1105
2934,13942
2198,6780
3476,5548
6001,20446
1145,9472
4632,1413
3774,16120
3774,1383
5360,21101
4809,14082
4346,16279
2209,22805
2081,23846
1145,22982
2839,6312
823,24068
2404,17689
1065,7394
1882,389
2469,1197
3658,7030
764,7576
5681,4585
4771,3024
823,16619
2260,1096
1709,2911
916,24777
4413,3660
2148,3660
2983,1410
2974,13775
823,14624
3893,13819
837,8241
3574,20339
4346,23737
2839,19432
2983,23590
4420,18970
4420,4997
3955,8538
1825,20797
2057,722
1145,15649
1879,6486
2983,23588
2662,4323
4934,10574
5812,12465
416,7780
432,7780
5177,16099
233,5973
5271,16099
3476,4272
2662,2190
5194,749
4344,5866
3893,11193
4753,23575
206,22703
3688,7956
5423,6922
5351,12162
309,8077
2215,24503
54,18037
4446,18604
2188,19247
1594,8189
4753,11504
180,11374
2839,20206
2983,20994
3009,2498
3009,10288
4876,2619
3009,12666
4406,1114
309,13169
5635,2619
1741,23324
638,5467
3942,18110
694,13162
4368,18925
4344,19674
2260,12065
764,15844
180,16021
608,16098
54,23351
3318,14436
417,21914
638,7919
5764,7405
2288,6391
2188,5626
5560,22345
3886,5724
4999,89
1594,9714
3658,19564
916,18110
4934,75
2148,8862
1211,9513
4413,20126
2148,22562
5764,9418
2763,17410
2794,9513
608,17684
3318,3021
3981,18691
4413,19674
2148,2570
5405,10959
514,11399
4406,24049
4753,8207
1454,18363
837,19524
4446,21440
269,6823
3444,17810
3886,22476
703,23583
5271,21087
5764,10723
1533,21053
4420,17491
4413,23774
5681,22708
2057,9705
1703,3082
241,12673
309,1371
2780,17491
4113,396
4200,11878
1535,22605
1065,1831
4934,1926
4934,64
4306,22952
4420,10577
2780,10577
1301,2611
2839,19009
1005,925
5232,23006
5313,5399
916,13066
1301,19386
4228,14636
4753,4276
4753,1165
5351,13017
3451,19895
4809,10056
233,4383
574,6416
2839,6410
2148,6896
1245,3442
4346,3624
837,8678
2225,8610
3893,18768
3658,3704
2397,3044
1301,21106
3574,13472
2260,24518
4346,19524
2262,14849
2373,2068
2188,3659
4346,24453
2824,21817
2697,10208
5351,15377
4420,12236
269,9456
2780,12236
36,23056
978,13726
4200,10396
4368,6696
180,8442
54,16618
1690,20150
2373,17689
3658,11850
1145,12193
5337,13990
2824,20150
6001,23024
2983,6768
4368,17091
3658,17410
5141,10070
2188,2601
4346,21046
4703,20895
3942,24494
4346,1803
1065,17101
2983,14279
4191,2503
4344,10563
4446,12709
608,2797
4420,11640
2373,22952
206,903
2824,21336
6001,12987
1690,21336
233,14283
855,21336
5766,20459
3893,17398
4346,13087
972,579
5681,8132
5153,14832
5664,24191
2148,23024
1533,21807
575,20402
4413,22378
2148,22378
1065,18186
2148,10430
3574,14636
4346,19704
2245,14222
1252,2787
417,23846
4871,3506
844,619
3658,1221
36,22815
2188,13560
1065,20853
5664,13748
241,22537
4453,24491
2081,21877
54,8460
54,2827
864,14681
2288,13365
5351,6960
5560,16447
5943,9450
3893,13189
180,9860
180,3809
180,24200
1562,11399
5943,22705
2983,23024
2579,18798
3451,24146
764,18535
3893,14624
4265,1150
823,6561
2763,12653
4809,22705
321,23817
5906,7268
6023,15218
5681,22705
552,14943
5943,21724
3893,22595
844,12540
1691,2822
2983,1803
1687,4927
1178,24641
233,1803
2662,24775
608,21388
3893,22128
3103,15649
2983,21046
1065,23270
916,23281
254,694
823,5445
2780,13071
4420,13071
2522,20471
5351,24495
1065,14384
1562,4860
2839,4565
1246,10167
1733,15913
598,11374
5643,1316
827,20929
4871,23359
5141,21578
4755,19492
2824,6235
1065,17915
1065,23114
2824,5362
1009,2670
950,20861
1741,22391
2081,15297
2983,5395
1915,16534
4413,18879
5815,17312
5560,13472
233,24158
855,14636
2983,1934
1065,767
4753,21336
1562,23024
703,21634
3893,22257
4344,19277
703,23575
4934,1499
5271,20328
5177,20328
254,17319
5812,26
1962,15322
4368,11270
1879,18363
1662,22668
6023,2179
1178,6497
4006,5100
1733,2469
4344,1008
4999,17060
5815,5373
2057,2584
5815,12387
4200,14608
309,10098
4736,21629
5906,24896
4200,24896
2824,18320
5812,15122
1879,14660
5271,12344
823,894
5438,18604
5313,17666
874,24896
4027,11775
5141,23977
3009,7438
2522,22725
2662,7461
1145,3504
3942,7311
2242,9410
5812,17573
1040,22810
3103,11169
2794,23216
864,23275
1562,5973
3574,1805
4020,3504
233,22950
2242,16530
1703,5768
2794,24202
802,23275
5271,22579
4871,21274
1515,20231
5940,23042
503,23275
5001,15808
3318,14782
5405,15928
1687,3043
703,3030
2292,16843
2469,23551
5643,18205
1009,16213
1009,22241
3893,14527
5815,11627
1252,24117
4230,22815
4196,14897
3583,14965
998,15649
1834,6969
1662,20895
1733,23812
3103,742
1662,13845
1065,20379
5560,12526
823,23988
5351,20858
1513,1092
703,12061
5761,24712
4413,2824
1178,11126
3834,24937
2242,8725
5351,23122
5438,13169
241,1328
4113,21336
1065,742
5560,1588
1040,15363
5681,13824
6023,23575
5943,12526
1703,3415
4368,24623
2757,12709
4809,7054
3893,10480
4453,9316
1601,7412
5601,18077
4453,13748
2757,24510
998,3129
3774,1370
3950,21975
1662,18351
5769,22703
4632,3530
5973,13685
5351,223
2260,14
2757,3834
1718,104
764,2536
1703,23389
3893,8610
3942,5768
3942,12764
1211,9984
1662,18634
913,4765
4415,14014
5973,14772
1662,24085
5635,3025
1662,38
3135,3672
5360,10430
844,1482
1710,23049
4191,3093
703,4891
844,2662
1211,1463
1211,14051
2022,2537
3369,23736
3893,12475
803,18758
1181,14636
703,18784
4413,22949
4265,621
1691,23586
3458,11709
1562,22257
4226,17664
1662,6955
5405,7592
4226,8857
3574,1441
2373,7791
2013,18077
2312,19698
4265,19153
1907,11871
5943,21942
5812,11871
269,20597
1562,19267
3658,14791
5761,11871
703,4433
1065,6460
1207,4405
4999,14803
4006,925
4346,5926
916,7907
3071,8566
703,7855
5351,9797
4368,19524
317,4894
3071,5626
3893,12344
4265,5498
5635,12575
5438,6327
269,24571
1690,2820
916,22663
598,19153
1579,13481
4368,7903
4934,14153
3893,230
1065,1789
2373,4305
2373,7813
4413,4927
1005,24516
575,17469
2242,5250
1741,21664
1065,16321
4006,5811
1562,24276
1178,5250
5141,22301
269,21934
4346,20439
4819,8862
309,8862
1301,22301
3476,23401
3071,15912
3893,23024
4446,24267
4753,12575
1691,19267
1582,7750
5940,3082
2260,17364
3071,21362
1040,2662
1767,16409
2188,7522
2239,2034
2763,21548
1005,24904
1662,2426
416,21572
4198,22145
1594,23024
4020,13815
2780,12032
3583,4999
2522,12032
2824,16802
4265,12658
844,12126
3369,4909
3893,19567
4759,741
4265,14012
4368,7072
2188,6077
3103,11340
5906,10277
4871,7780
1710,24392
2373,4517
864,18351
180,4707
180,2283
2288,17573
1690,20431
3981,18351
2601,5649
608,20894
2601,18758
837,21307
5405,17032
4999,20561
3009,25005
2662,17184
321,21087
2022,21087
2469,4909
5438,21087
2968,21087
2983,21087
2974,13439
5812,12239
1834,17432
3318,21087
4759,22013
2697,6327
1713,21087
1741,24448
1501,3024
1065,11514
2469,1303
3513,5317
703,10469
5560,4032
1535,14535
874,1096
4847,15322
2824,20727
1879,3944
4999,8681
4006,10786
4753,10084
1691,24937
36,10783
1601,7651
2442,7006
2288,15500
5906,5498
1535,23523
180,13065
5764,21087
703,722
2195,12368
1501,17066
874,741
5313,5317
5595,11922
241,767
4168,18351
1211,19923
4545,7405
4368,6736
2934,10839
4753,16534
1962,16609
2780,4666
574,1618
2288,1644
1211,1831
5177,11005
864,2729
416,9898
3103,7077
2641,10839
2522,16058
3658,22556
3458,4634
5635,2381
1145,713
1501,5866
4006,3011
2983,24761
2968,24761
3318,24761
3886,24457
1211,920
4632,18354
3135,1477
1627,6001
1643,8418
1562,1003
4006,21817
3893,14783
5635,22476
5172,9464
5662,6953
694,23583
1501,12796
2968,18238
4753,125
3658,6949
1703,23058
2373,215
309,23829
1662,20371
4736,1473
1246,18805
2968,3442
5153,15678
1501,24049
4406,22561
5313,2875
5973,13983
5662,2426
1703,9076
2968,14153
3658,3624
3103,18351
309,16021
3318,741
2983,741
1178,7903
3476,5849
3476,20243
5943,8594
1991,590
2469,16279
5764,11504
1907,3875
4368,8495
5560,18316
1962,1199
837,22628
1879,3592
5271,17817
810,6206
2824,14353
5177,4479
180,4891
3886,19491
5351,13313
1562,17284
1703,8451
4265,23590
1301,18425
2824,24200
2983,3401
5681,15746
2373,6325
1533,10552
552,17066
810,9624
4360,17689
2757,3024
5943,23590
1178,18362
1879,951
913,121
3033,121
608,1099
2780,3730
3033,1036
2763,4482
2804,22930
1643,17689
3513,725
5313,725
5943,8610
5351,13848
2469,12665
321,901
4006,12329
4006,7903
4006,22224
3981,7533
844,8828
1643,13845
